//ホワイト時に収録されていた情報を残すため、灰色表示の部分を削除しないでください。
*太鼓の達人 ホワイトVer. の収録曲(V10.04) [#title]
-旧曲 ''459'' ＋ 新曲 ''57'' ＋ 隠し曲・ドンチャレ解禁曲・ごほうびショップ解禁曲 ''52'' − サヨナラ曲 ''89'' ＝ SIZE(20){''425''} 曲((段位道場のみプレイ可能の曲除く))
--裏譜面 ''79'' ＋ 双打 ''3'' -サヨナラ曲''18'' ＝ ''64'' 曲?

|>|>|>|>|>|>|>|CENTER:74|c
|>|>|>|>|>|>|>|''ジャンルごとの曲数''(ジャンル名を選択するとそのジャンルに移動します)|h
|BGCOLOR(cyan):~[[&color(black){%%%J-POP%%%};>#jpop]]|BGCOLOR(orange):~[[&color(black){%%%アニメ%%%};>#anime]]|BGCOLOR(darkgray):~[[&color(black){%%%ボーカロイド&#8482;曲%%%};>#vocalo]]|BGCOLOR(magenta):~[[&color(black){%%%どうよう%%%};>#doyo]]|BGCOLOR(lime):~[[&color(black){%%%バラエティ%%%};>#variety]]|BGCOLOR(gold):~[[&color(black){%%%クラシック%%%};>#classic]]|BGCOLOR(darkorchid):~[[&color(black){%%%ゲーム&br;ミュージック%%%};>#game]]|BGCOLOR(orangered):~[[&color(black){%%%ナムコ&br;オリジナル%%%};>#namco]]|
|''20'' 曲&br;(約4.9%)|''26'' 曲&br;(約6.4%)|''25'' 曲&br;(約5.9%)|''2'' 曲&br;(約0.5%)|''22'' 曲&br;(約5.2%)|''21'' 曲&br;(約4.9%)|''95'' 曲&br;(約22.4%)|''212'' 曲&br;(約49.9%)|

-[[システム詳細>ACの歴史(新筐体)#white]]
-[[アップデート履歴(ホワイト)>太鼓の達人 新筐体 アップデート履歴/ホワイト]]
-[[ドンチャレのお題(ホワイト)>過去のドンチャレのお題/ホワイト]]
-[[段位道場(ホワイト)>過去の段位道場#white]]
-[[ごほうび一覧>過去の新筐体のごほうび一覧#newacwhite]]
-[[段位・称号の一覧]]
--[[段位・称号の一覧/称号対象曲]]
-[[現収録曲>太鼓の達人 新筐体の収録曲]]

-[[太鼓の達人 ドンだー！世界一決定戦2016]]
----
**収録曲リスト [#list]
-凡例~
''新''・・・新曲~
''隠''・・・隠し曲(どんポイントや特定の称号で解禁)~
''ド''・・・ドンチャレ解禁曲(翌月1日にデフォルト化)~
''シ''・・・ごほうびショップ解禁曲~
''イベント先行''・・・イベント・キャンペーン先行解禁曲~
''日付''・・・ホワイトVer. 稼働中の追加曲(移行時除く)~
''日付サ''・・・サヨナラ曲~
''日付限定''・・・期間限定曲~
''背景が灰色(COLOR(#ccc){■})の曲・・・''現在はプレイできない楽曲~
''(S)''・・・パパママサポート対応譜面

// サヨナラになった曲は、大型アップデートが行われるまで表から削除するのはおやめください。
// 新バージョンに移行した際、前バージョンのページが作成されてから表の整理(曲順整理・サヨナラ曲削除など)を行ってください。

|>|CENTER:1||LEFT:60|>|>|>|>|CENTER:42|c
|''隠''||''Many wow bang!''|134|[[★×4>難易度表/かんたん/Many wow bang!]]|[[★×4>難易度表/ふつう/Many wow bang!]]|[[★×7>難易度表/むずかしい/Many wow bang!]]|[[★×7>難易度表/おに/Many wow bang!]]&br;SIZE(10){譜面分岐}|[[★×9>難易度表/おに/Many wow bang!(裏譜面)]]|
|||''ねがいごと★ぱずる''|115-155|[[★×3>難易度表/かんたん/ねがいごと☆ぱずる]]|[[★×3>難易度表/ふつう/ねがいごと☆ぱずる]]|[[★×6>難易度表/むずかしい/ねがいごと☆ぱずる]]|[[★×8>難易度表/おに/ねがいごと☆ぱずる]]|-|
|||''ハロー！ハロウィン''|134-146|[[★×3>難易度表/かんたん/ハロー！ハロウィン]]|[[★×2>難易度表/ふつう/ハロー！ハロウィン]]|[[★×6>難易度表/むずかしい/ハロー！ハロウィン]]|[[★×8>難易度表/おに/ハロー！ハロウィン]]&br;SIZE(10){譜面分岐}|-|
|||''めたるぽりす''|176|[[★×4>難易度表/かんたん/めたるぽりす]]|[[★×6>難易度表/ふつう/めたるぽりす]]|[[★×7>難易度表/むずかしい/めたるぽりす]]|[[★×9>難易度表/おに/めたるぽりす]]|[[★×9>難易度表/おに/めたるぽりす(裏譜面)]]|
|||''NECOLOGY''|150|[[★×3>難易度表/かんたん/NECOLOGY]]|[[★×5>難易度表/ふつう/NECOLOGY]]|[[★×7>難易度表/むずかしい/NECOLOGY]]|[[★×8>難易度表/おに/NECOLOGY]]|-|
|||''タイコタイム''|170※|[[★×5>難易度表/かんたん/タイコタイム]]|[[★×6>難易度表/ふつう/タイコタイム]]|[[★×7>難易度表/むずかしい/タイコタイム]]&br;SIZE(10){譜面分岐}|[[★×9>難易度表/おに/タイコタイム]]&br;SIZE(10){譜面分岐}|[[★×10>難易度表/おに/タイコタイム(裏譜面)]]|
|||''Mulberry''|170|[[★×4>難易度表/かんたん/Mulberry]]|[[★×6>難易度表/ふつう/Mulberry]]|[[★×6>難易度表/むずかしい/Mulberry]]|[[★×7>難易度表/おに/Mulberry]]|-|
|||''LOVE戦!!''|180|[[★×3>難易度表/かんたん/LOVE戦!!]]|[[★×5>難易度表/ふつう/LOVE戦!!]]|[[★×7>難易度表/むずかしい/LOVE戦!!]]&br;SIZE(10){譜面分岐}|[[★×8>難易度表/おに/LOVE戦!!]]|-|
|''シ''||''白猫きゃらめる夢幻のわたあめ''|144|[[★×3>難易度表/かんたん/白猫きゃらめる夢幻のわたあめ]]|[[★×5>難易度表/ふつう/白猫きゃらめる夢幻のわたあめ]]|[[★×6>難易度表/むずかしい/白猫きゃらめる夢幻のわたあめ]]|[[★×7>難易度表/おに/白猫きゃらめる夢幻のわたあめ]]|-|
|''シ''||''駄々っ子モンスター''|183※|[[★×4>難易度表/かんたん/駄々っ子モンスター]]|[[★×5>難易度表/ふつう/駄々っ子モンスター]]|[[★×5>難易度表/むずかしい/駄々っ子モンスター]]|[[★×7>難易度表/おに/駄々っ子モンスター]]|-|
|''シ''||''夢色コースター''|130-160|[[★×4>難易度表/かんたん/夢色コースター]]|[[★×4>難易度表/ふつう/夢色コースター]]|[[★×7>難易度表/むずかしい/夢色コースター]]|[[★×8>難易度表/おに/夢色コースター]]|-|
|''シ''||''きみのあかり''|129|[[★×4>難易度表/かんたん/きみのあかり]]|[[★×4>難易度表/ふつう/きみのあかり]]|[[★×5>難易度表/むずかしい/きみのあかり]]|[[★×5>難易度表/おに/きみのあかり]]|[[★×8>難易度表/おに/きみのあかり(裏譜面)]]|
|||''画竜点睛''|134|[[★×5>難易度表/かんたん/画竜点睛]]|[[★×6>難易度表/ふつう/画竜点睛]]|[[★×7>難易度表/むずかしい/画竜点睛]]|[[★×8>難易度表/おに/画竜点睛]]&br;SIZE(10){譜面分岐}|-|
|||''百花繚乱''|148|[[★×3>難易度表/かんたん/百花繚乱]]|[[★×4>難易度表/ふつう/百花繚乱]]|[[★×5>難易度表/むずかしい/百花繚乱]]|[[★×8>難易度表/おに/百花繚乱]]&br;SIZE(10){譜面分岐}|-|
|||''ドン・エンガスの笛吹き''|118|[[★×4>難易度表/かんたん/ドン・エンガスの笛吹き]]|[[★×6>難易度表/ふつう/ドン・エンガスの笛吹き]]|[[★×7>難易度表/むずかしい/ドン・エンガスの笛吹き]]|[[★×8>難易度表/おに/ドン・エンガスの笛吹き]]|-|
|||''ザストゥールの魔導書''|140|[[★×3>難易度表/かんたん/ザストゥールの魔導書]]|[[★×5>難易度表/ふつう/ザストゥールの魔導書]]|[[★×6>難易度表/むずかしい/ザストゥールの魔導書]]|[[★×8>難易度表/おに/ザストゥールの魔導書]]|-|
|||''リスドンヴァルナの黄昏''|128|[[★×3>難易度表/かんたん/リスドンヴァルナの黄昏]]|[[★×5>難易度表/ふつう/リスドンヴァルナの黄昏]]|[[★×6>難易度表/むずかしい/リスドンヴァルナの黄昏]]|[[★×8>難易度表/おに/リスドンヴァルナの黄昏]]|-|
|||''宇宙SAMURAI''|140|[[★×3>難易度表/かんたん/宇宙SAMURAI]]|[[★×6>難易度表/ふつう/宇宙SAMURAI]]|[[★×7>難易度表/むずかしい/宇宙SAMURAI]]|[[★×8>難易度表/おに/宇宙SAMURAI]]|-|
|||''月影SASURAI''|137※|[[★×5>難易度表/かんたん/月影SASURAI]]|[[★×6>難易度表/ふつう/月影SASURAI]]|[[★×7>難易度表/むずかしい/月影SASURAI]]|[[★×8>難易度表/おに/月影SASURAI]]|[[★×9>難易度表/おに/月影SASURAI(裏譜面)]]|
|''シ''||''STAGE 0.ac11''|138|[[★×5>難易度表/かんたん/STAGE 0.ac11]]|[[★×7>難易度表/ふつう/STAGE 0.ac11]]|[[★×8>難易度表/むずかしい/STAGE 0.ac11]]|[[★×9>難易度表/おに/STAGE 0.ac11]]|-|
|''シ''||''亜空間遊泳ac12.5''|153|[[★×5>難易度表/かんたん/亜空間遊泳ac12.5]]|[[★×7>難易度表/ふつう/亜空間遊泳ac12.5]]|[[★×8>難易度表/むずかしい/亜空間遊泳ac12.5]]|[[★×9>難易度表/おに/亜空間遊泳ac12.5]]|-|
|||''アルムジカac14.0V''|140|[[★×4>難易度表/かんたん/アルムジカac14.0V]]|[[★×7>難易度表/ふつう/アルムジカac14.0V]]|[[★×7>難易度表/むずかしい/アルムジカac14.0V]]|[[★×9>難易度表/おに/アルムジカac14.0V]]|-|
|||''3Q-4U-AC00''|168|[[★×3>難易度表/かんたん/3Q-4U-AC00]]|[[★×6>難易度表/ふつう/3Q-4U-AC00]]|[[★×4>難易度表/むずかしい/3Q-4U-AC00]]|[[★×7>難易度表/おに/3Q-4U-AC00]]|-|
|''15/2/6&br;イベント&br;先行''((「公式マイバチ試遊会」の対象店舗のみ先行プレイ可能))||''SORA-&#8544; アースライズ''|134|[[★×3>難易度表/かんたん/SORA-I アースライズ]]|[[★×5>難易度表/ふつう/SORA-I アースライズ]]|[[★×7>難易度表/むずかしい/SORA-I アースライズ]]|[[★×8>難易度表/おに/SORA-I アースライズ]]|-|
|''15/2/6&br;イベント&br;先行''((「公式マイバチ試遊会」の対象店舗のみ先行プレイ可能))||''SORA-&#8545; グリーゼ581''|144|[[★×3>難易度表/かんたん/SORA-II グリーゼ581]]|[[★×3>難易度表/ふつう/SORA-II グリーゼ581]]|[[★×7>難易度表/むずかしい/SORA-II グリーゼ581]]|[[★×7>難易度表/おに/SORA-II グリーゼ581]]|-|
|||''SORA-&#8549; 火ノ鳥''|169|[[★×5>難易度表/かんたん/SORA-VI 火ノ鳥]]|[[★×5>難易度表/ふつう/SORA-VI 火ノ鳥]]|[[★×7>難易度表/むずかしい/SORA-VI 火ノ鳥]]|[[★×9>難易度表/おに/SORA-VI 火ノ鳥]]|-|
|||''季曲''&br;　　SIZE(11){〜Seasons of Asia〜}|150|[[★×3>難易度表/かんたん/季曲 〜Seasons of Asia〜]]|[[★×5>難易度表/ふつう/季曲 〜Seasons of Asia〜]]|[[★×5>難易度表/むずかしい/季曲 〜Seasons of Asia〜]]|[[★×7>難易度表/おに/季曲 〜Seasons of Asia〜]]|[[★×8>難易度表/おに/季曲 〜Seasons of Asia〜(裏譜面)]]|
|||''蓄勢''&br;　　SIZE(11){〜GEAR UP〜}|146|[[★×3>難易度表/かんたん/蓄勢 〜GEAR UP〜]]|[[★×5>難易度表/ふつう/蓄勢 〜GEAR UP〜]]|[[★×6>難易度表/むずかしい/蓄勢 〜GEAR UP〜]]|[[★×7>難易度表/おに/蓄勢 〜GEAR UP〜]]|[[★×8>難易度表/おに/蓄勢 〜GEAR UP〜(裏譜面)]]|
|||''蛻変''&br;　　SIZE(11){〜transformation〜}|120|[[★×3>難易度表/かんたん/蛻変 〜transformation〜]]|[[★×5>難易度表/ふつう/蛻変 〜transformation〜]]|[[★×6>難易度表/むずかしい/蛻変 〜transformation〜]]|[[★×7>難易度表/おに/蛻変 〜transformation〜]]|[[★×8>難易度表/おに/蛻変 〜transformation〜(裏譜面)]]|
|||''春遊''&br;　　SIZE(11){〜happy excursion〜}|140|[[★×4>難易度表/かんたん/春遊 〜happy excursion〜]]|[[★×5>難易度表/ふつう/春遊 〜happy excursion〜]]|[[★×6>難易度表/むずかしい/春遊 〜happy excursion〜]]|[[★×7>難易度表/おに/春遊 〜happy excursion〜]]|[[★×8>難易度表/おに/春遊 〜happy excursion〜(裏譜面)]]|
|||''綻放''&br;　　SIZE(11){〜Blooming〜}|172|[[★×3>難易度表/かんたん/綻放 〜Blooming〜]]|[[★×5>難易度表/ふつう/綻放 〜Blooming〜]]|[[★×6>難易度表/むずかしい/綻放 〜Blooming〜]]|[[★×7>難易度表/おに/綻放 〜Blooming〜]]|[[★×8>難易度表/おに/綻放 〜Blooming〜(裏譜面)]]|
|||''花漾''&br;　　SIZE(11){〜Flourishing Blossoms〜}|140|[[★×3>難易度表/かんたん/花漾 〜Flourishing Blossoms〜]]|[[★×4>難易度表/ふつう/花漾 〜Flourishing Blossoms〜]]|[[★×5>難易度表/むずかしい/花漾 〜Flourishing Blossoms〜]]|[[★×7>難易度表/おに/花漾 〜Flourishing Blossoms〜]]|[[★×9>難易度表/おに/花漾 〜Flourishing Blossoms〜(裏譜面)]]|
|||''Rotter Tarmination''|200|[[★×4>難易度表/かんたん/Rotter Tarmination]]|[[★×6>難易度表/ふつう/Rotter Tarmination]]|[[★×7>難易度表/むずかしい/Rotter Tarmination]]|[[★×8>難易度表/おに/Rotter Tarmination]]|[[★×10>難易度表/おに/Rotter Tarmination(裏譜面)]]|
|''隠''||''dance storm''|190|[[★×4>難易度表/かんたん/dance storm]]|[[★×6>難易度表/ふつう/dance storm]]|[[★×6>難易度表/むずかしい/dance storm]]|[[★×7>難易度表/おに/dance storm]]|[[★×9>難易度表/おに/dance storm(裏譜面)]]|
|||''ドドンガド〜ン''|200|[[★×4>難易度表/かんたん/ドドンガド〜ン]]|[[★×5>難易度表/ふつう/ドドンガド〜ン]]|[[★×7>難易度表/むずかしい/ドドンガド〜ン]]|[[★×8>難易度表/おに/ドドンガド〜ン]]|[[★×10>難易度表/おに/ドドンガド〜ン(裏譜面)]]|
|||''らんぶる乱舞''|160|[[★×4>難易度表/かんたん/らんぶる乱舞]]|[[★×7>難易度表/ふつう/らんぶる乱舞]]|[[★×8>難易度表/むずかしい/らんぶる乱舞]]|[[★×8>難易度表/おに/らんぶる乱舞]]|[[★×8>難易度表/おに/らんぶる乱舞(裏譜面)]]|
|''隠''||''らいとにんぐ ぱっしょん''|166|[[★×4>難易度表/かんたん/らいとにんぐ ぱっしょん]]|[[★×5>難易度表/ふつう/らいとにんぐ ぱっしょん]]|[[★×6>難易度表/むずかしい/らいとにんぐ ぱっしょん]]|[[★×7>難易度表/おに/らいとにんぐ ぱっしょん]]|[[★×9>難易度表/おに/らいとにんぐ ぱっしょん(裏譜面)]]|
|||''サンバ アレグリーア''|138|[[★×4>難易度表/かんたん/サンバ アレグリーア]]|[[★×6>難易度表/ふつう/サンバ アレグリーア]]|[[★×6>難易度表/むずかしい/サンバ アレグリーア]]|[[★×7>難易度表/おに/サンバ アレグリーア]]|[[★×9>難易度表/おに/サンバ アレグリーア(裏譜面)]]|
|||''Black Rose Apostle''|102-204|[[★×5>難易度表/かんたん/Black Rose Apostle]]|[[★×6>難易度表/ふつう/Black Rose Apostle]]|[[★×8>難易度表/むずかしい/Black Rose Apostle]]|[[★×10>難易度表/おに/Black Rose Apostle]]|[[★×10>難易度表/おに/Black Rose Apostle(裏譜面)]]|
|||''White Rose Insanity''|138|[[★×5>難易度表/かんたん/White Rose Insanity]]|[[★×5>難易度表/ふつう/White Rose Insanity]]|[[★×6>難易度表/むずかしい/White Rose Insanity]]|[[★×7>難易度表/おに/White Rose Insanity]]|[[★×8>難易度表/おに/White Rose Insanity(裏譜面)]]|
|||''Red Rose Evangel''|178|[[★×5>難易度表/かんたん/Red Rose Evangel]]|[[★×7>難易度表/ふつう/Red Rose Evangel]]|[[★×7>難易度表/むずかしい/Red Rose Evangel]]|[[★×9>難易度表/おに/Red Rose Evangel]]|-|
|||''Blue Rose Ruin''|185|[[★×5>難易度表/かんたん/Blue Rose Ruin]]|[[★×7>難易度表/ふつう/Blue Rose Ruin]]|[[★×8>難易度表/むずかしい/Blue Rose Ruin]]|[[★×8>難易度表/おに/Blue Rose Ruin]]|-|
|||''Purple Rose Fusion''|185-250|[[★×5>難易度表/かんたん/Purple Rose Fusion]]|[[★×7>難易度表/ふつう/Purple Rose Fusion]]|[[★×8>難易度表/むずかしい/Purple Rose Fusion]]|[[★×10>難易度表/おに/Purple Rose Fusion]]|-|
|||''燎原ノ舞''|104-208|[[★×4>難易度表/かんたん/燎原ノ舞]]|[[★×6>難易度表/ふつう/燎原ノ舞]]|[[★×7>難易度表/むずかしい/燎原ノ舞]]|[[★×10>難易度表/おに/燎原ノ舞]]|-|
|||''旋風ノ舞【天】''|160|[[★×4>難易度表/かんたん/旋風ノ舞【天】]]|[[★×5>難易度表/ふつう/旋風ノ舞【天】]]|[[★×8>難易度表/むずかしい/旋風ノ舞【天】]]|[[★×10>難易度表/おに/旋風ノ舞【天】]]|-|
|''隠''||''旋風ノ舞【地】''|160|[[★×4>難易度表/かんたん/旋風ノ舞【地】]]|[[★×6>難易度表/ふつう/旋風ノ舞【地】]]|[[★×7>難易度表/むずかしい/旋風ノ舞【地】]]|[[★×9>難易度表/おに/旋風ノ舞【地】]]|-|
|||''天妖ノ舞''|174|[[★×3>難易度表/かんたん/天妖ノ舞]]|[[★×6>難易度表/ふつう/天妖ノ舞]]|[[★×8>難易度表/むずかしい/天妖ノ舞]]|[[★×9>難易度表/おに/天妖ノ舞]]|-|
|''隠&br;シ''||''幽玄ノ乱''|160-300|[[★×5>難易度表/かんたん/幽玄ノ乱]]|[[★×7>難易度表/ふつう/幽玄ノ乱]]|[[★×8>難易度表/むずかしい/幽玄ノ乱]]|[[★×10>難易度表/おに/幽玄ノ乱]]|-|
|||''双竜ノ乱''&br;　　SIZE(11){世阿弥}|320|[[★×5>難易度表/かんたん/双竜ノ乱]]|[[★×7>難易度表/ふつう/双竜ノ乱]]|[[★×8>難易度表/むずかしい/双竜ノ乱]]|[[★×10>難易度表/おに/双竜ノ乱]]|[[★×10>難易度表/おに/双竜ノ乱(裏譜面)]]|
|||''紫煌ノ乱''&br;　　SIZE(11){世阿弥}|183|[[★×5>難易度表/かんたん/紫煌ノ乱]]|[[★×6>難易度表/ふつう/紫煌ノ乱]]|[[★×8>難易度表/むずかしい/紫煌ノ乱]]|[[★×10>難易度表/おに/紫煌ノ乱]]|-|
|||''Xa''&br;　　SIZE(11){Tatsh}|290|[[★×5>難易度表/かんたん/Xa]]|[[★×6>難易度表/ふつう/Xa]]|[[★×7>難易度表/むずかしい/Xa]]|[[★×9>難易度表/おに/Xa]]|[[★×10>難易度表/おに/Xa(裏譜面)]]|
|||''!!!カオスタイム!!!''&br;　　SIZE(11){t+pazolite}|155-290|[[★×5>難易度表/かんたん/!!!カオスタイム!!!]]|[[★×7>難易度表/ふつう/!!!カオスタイム!!!]]|[[★×8>難易度表/むずかしい/!!!カオスタイム!!!]]|[[★×10>難易度表/おに/!!!カオスタイム!!!]]|-|
|||''Shiny Kung-fu Revival''&br;　　SIZE(11){t+pazolite}|222.2|[[★×4>難易度表/かんたん/Shiny Kung-fu Revival]]|[[★×6>難易度表/ふつう/Shiny Kung-fu Revival]]|[[★×7>難易度表/むずかしい/Shiny Kung-fu Revival]]|[[★×9>難易度表/おに/Shiny Kung-fu Revival]]|-|
|||''聖徳たいこの「日いずるまで飛鳥」''&br;　　SIZE(11){コバヤシユウヤ(IOSYS) feat.miko}|100-200|[[★×4>難易度表/かんたん/聖徳たいこの「日いずるまで飛鳥」]]|[[★×6>難易度表/ふつう/聖徳たいこの「日いずるまで飛鳥」]]|[[★×7>難易度表/むずかしい/聖徳たいこの「日いずるまで飛鳥」]]|[[★×9>難易度表/おに/聖徳たいこの「日いずるまで飛鳥」]]&br;SIZE(10){譜面分岐}|-|
|||''ヤマタイ★ナイトパーティー''&br;　　SIZE(11){コバヤシユウヤ(IOSYS) feat.ちよこ}|131-190|[[★×3>難易度表/かんたん/ヤマタイ★ナイトパーティー]]|[[★×5>難易度表/ふつう/ヤマタイ★ナイトパーティー]]|[[★×7>難易度表/むずかしい/ヤマタイ★ナイトパーティー]]|[[★×9>難易度表/おに/ヤマタイ★ナイトパーティー]]|-|
|||''イオシス秋の肉食祭2014''&br;　　SIZE(11){D.watt(IOSYS) feat.Np 犬田彦＆はかせ}|132-180|[[★×3>難易度表/かんたん/イオシス秋の肉食祭2014]]|[[★×6>難易度表/ふつう/イオシス秋の肉食祭2014]]|[[★×7>難易度表/むずかしい/イオシス秋の肉食祭2014]]|[[★×9>難易度表/おに/イオシス秋の肉食祭2014]]|-|
|||''mint tears''|188|[[★×4>難易度表/かんたん/mint tears]]|[[★×6>難易度表/ふつう/mint tears]]|[[★×7>難易度表/むずかしい/mint tears]]&br;SIZE(10){譜面分岐}|[[★×10>難易度表/おに/mint tears]]|-|
|||''Ignis Danse''&br;　　SIZE(11){Yuji Masubuchi 「太鼓の達人」より}|49.2-246|[[★×4>難易度表/かんたん/Ignis Danse]]|[[★×7>難易度表/ふつう/Ignis Danse]]|[[★×8>難易度表/むずかしい/Ignis Danse]]|[[★×10>難易度表/おに/Ignis Danse]]|-|
|||''さいたま2000''|200|[[★×5>難易度表/かんたん/さいたま2000]]|[[★×7>難易度表/ふつう/さいたま2000]]|[[★×7>難易度表/むずかしい/さいたま2000]]|[[★×7>難易度表/おに/さいたま2000]]&br;SIZE(10){譜面分岐}|-|
|''隠''||''はやさいたま2000''|250|[[★×5>難易度表/かんたん/はやさいたま2000]]|[[★×7>難易度表/ふつう/はやさいたま2000]]|[[★×8>難易度表/むずかしい/はやさいたま2000]]|[[★×9>難易度表/おに/はやさいたま2000]]|-|
|''隠''||''ケチャドン2000''|110-426|[[★×5>難易度表/かんたん/ケチャドン2000]]|[[★×6>難易度表/ふつう/ケチャドン2000]]|[[★×8>難易度表/むずかしい/ケチャドン2000]]|[[★×9>難易度表/おに/ケチャドン2000]]&br;SIZE(10){譜面分岐}|-|
|''隠''||''恋文2000''|200|[[★×5>難易度表/かんたん/恋文2000]]|[[★×7>難易度表/ふつう/恋文2000]]|[[★×8>難易度表/むずかしい/恋文2000]]|[[★×9>難易度表/おに/恋文2000]]&br;SIZE(10){譜面分岐}|-|
|''隠''||''よくでる2000''|184-190※|[[★×5>難易度表/かんたん/よくでる2000]]|[[★×6>難易度表/ふつう/よくでる2000]]|[[★×7>難易度表/むずかしい/よくでる2000]]|[[★×9>難易度表/おに/よくでる2000]]|-|
|BGCOLOR(#ccc):''16/4/1&br;限定''|BGCOLOR(#ccc):|BGCOLOR(#ccc):''よくでる15300''|BGCOLOR(#ccc):237.15~500※|BGCOLOR(#ccc):[[★×4>難易度表/かんたん/よくでる15300]]|BGCOLOR(#ccc):[[★×3>難易度表/かんたん/よくでる15300]]|BGCOLOR(#ccc):[[★×2>難易度表/かんたん/よくでる15300]]|BGCOLOR(#ccc):[[★×1>難易度表/おに/よくでる15300]]|BGCOLOR(#ccc):-|
|||''タベルナ2000''|170|[[★×5>難易度表/かんたん/タベルナ2000]]|[[★×7>難易度表/ふつう/タベルナ2000]]|[[★×8>難易度表/むずかしい/タベルナ2000]]|[[★×10>難易度表/おに/タベルナ2000]]|-|
|''隠''||''きたさいたま200''|177.6|[[★×5>難易度表/かんたん/きたさいたま200]]|[[★×7>難易度表/ふつう/きたさいたま200]]|[[★×8>難易度表/むずかしい/きたさいたま200]]|[[★×9>難易度表/おに/きたさいたま200]]|-|
|||''きたさいたま2000''|222|[[★×5>難易度表/かんたん/きたさいたま2000]]|[[★×7>難易度表/ふつう/きたさいたま2000]]|[[★×8>難易度表/むずかしい/きたさいたま2000]]|[[★×10>難易度表/おに/きたさいたま2000]]|-|
|''隠''||''十露盤2000''|170-240|[[★×4>難易度表/かんたん/十露盤2000]]&br;SIZE(10){譜面分岐}|[[★×6>難易度表/ふつう/十露盤2000]]&br;SIZE(10){譜面分岐}|[[★×8>難易度表/むずかしい/十露盤2000]]&br;SIZE(10){譜面分岐}|[[★×10>難易度表/おに/十露盤2000]]&br;SIZE(10){譜面分岐}|-|
